key,total,min,max
year2011_month06,37.3,0.0,15.3
year2011_month07,6.0,0.0,2.2
year2011_month08,14.0,0.0,4.2
year2011_month09,4.0,0.0,4.0
year2011_month10,78.2,0.0,31.0
year2011_month11,40.7,0.0,22.6
year2011_month12,185.50000000000003,0.0,36.0
year2012_month01,194.2,0.0,53.4
year2012_month02,122.0,0.0,28.0
year2012_month03,426.99999999999994,0.0,121.2
year2012_month04,28.6,0.0,10.8
year2012_month05,73.00000000000001,0.0,25.0
year2012_month06,40.2,0.0,33.6
year2012_month07,44.199999999999996,0.0,37.6
year2012_month08,9.6,0.0,8.2
year2012_month09,0.0,0.0,0.0
year2012_month10,0.0,0.0,0.0
year2012_month11,34.6,0.0,27.0
year2012_month12,1.0,0.0,1.0
year2013_month01,314.2,0.0,116.4
year2013_month02,73.4,0.0,24.2
year2013_month03,125.9,0.0,42.0
year2013_month04,76.2,0.0,26.0
year2013_month05,29.0,0.0,6.8
year2013_month06,14.6,0.0,6.6
year2013_month07,24.200000000000003,0.0,4.4
year2013_month08,0.0,0.0,0.0
year2013_month09,18.599999999999998,0.0,6.2
year2013_month10,21.0,0.0,6.2
year2013_month11,135.2,0.0,74.0
year2013_month12,29.8,0.0,13.8
year2014_month01,91.39999999999999,0.0,31.8
year2014_month02,263.8,0.0,107.8
year2014_month03,170.4,0.0,68.8
year2014_month04,226.2,0.0,99.0
year2014_month05,40.8,0.0,8.2
year2014_month06,116.8,0.0,42.0
year2014_month07,16.1,0.0,2.8
year2014_month08,19.400000000000002,0.0,7.6
year2014_month09,0.0,0.0,0.0
year2014_month10,0.0,0.0,0.0
year2014_month11,0.0,0.0,0.0
year2014_month12,0.0,0.0,0.0
year2015_month01,258.70000000000005,0.0,70.0
year2015_month02,431.90000000000003,0.0,217.0
year2015_month03,193.60000000000002,0.0,94.4
year2015_month04,46.7,0.0,11.0
year2015_month05,14.599999999999998,0.0,4.4
year2015_month06,87.0,0.0,28.6
year2015_month07,17.799999999999997,0.0,4.6
year2015_month08,2.6,0.0,2.6
year2015_month09,8.0,0.0,5.4
year2015_month10,7.800000000000001,0.0,4.4
year2015_month11,46.6,0.0,24.5
year2015_month12,227.80000000000004,0.0,38.4
year2016_month01,64.0,0.0,24.0
year2016_month02,84.6,0.0,18.5
year2016_month03,152.7,0.0,26.0
year2016_month04,44.4,0.0,8.5
year2016_month05,101.2,0.0,58.5
year2016_month06,40.6,0.0,9.0
year2016_month07,35.5,0.0,9.0
year2016_month08,20.2,0.0,5.0
year2016_month09,19.9,0.0,5.6
year2016_month10,7.2,0.0,3.2
year2016_month11,31.400000000000002,0.0,15.5
year2016_month12,81.5,0.0,36.5
year2017_month01,542.8,0.0,91.0
year2017_month02,164.2,0.0,40.0
year2017_month03,53.0,0.0,10.5
year2017_month04,52.5,0.0,14.0
year2017_month05,52.0,0.0,9.0
year2017_month06,49.5,0.0,8.5
year2017_month07,27.5,0.0,8.5
year2017_month08,3.0,0.0,2.0
year2017_month09,27.0,0.0,19.0
year2017_month10,0.0,0.0,0.0
year2017_month11,41.6,0.0,12.0
year2017_month12,36.0,0.0,36.0
year2018_month01,282.0,0.0,85.0
year2018_month02,284.6,0.0,93.0
year2018_month03,546.0,0.0,159.0
year2018_month04,30.5,0.0,8.0
year2018_month05,23.0,0.0,4.5
year2018_month06,18.5,0.0,5.0
year2018_month07,16.5,0.0,7.5
year2018_month08,6.0,0.0,4.0
year2018_month09,3.0,0.0,1.0
year2018_month10,5.5,0.0,2.5
year2018_month11,42.0,0.0,20.0
year2018_month12,546.0,0.0,135.0
year2019_month01,373.2,0.0,158.5
year2019_month02,211.8,0.0,75.0
year2019_month03,177.9,0.0,34.5
year2019_month04,113.2,0.0,35.5
year2019_month05,45.20000000000001,0.0,6.8
year2019_month06,27.0,0.0,7.0
year2019_month07,41.800000000000004,0.0,14.5
year2019_month08,20.2,0.0,8.9
year2019_month09,1.4,0.0,1.4
year2019_month10,0.0,0.0,0.0
year2019_month11,0.0,0.0,0.0
year2019_month12,65.8,0.0,21.0
year2020_month01,291.0,0.0,67.0
year2020_month02,161.7,0.0,26.5
year2020_month03,221.5,0.0,57.5
year2020_month04,31.0,0.0,10.0
year2020_month05,72.0,0.0,18.0
year2020_month06,43.5,0.0,8.0
year2020_month07,21.0,0.0,8.5
year2020_month08,33.5,0.0,18.5
year2020_month09,45.0,0.0,9.0
year2020_month10,20.0,0.0,15.5
year2020_month11,7.5,0.0,3.0
year2020_month12,112.0,0.0,48.0
year2021_month01,437.5,0.0,64.0
year2021_month02,208.4,0.0,41.0
year2021_month03,155.0,0.0,72.0
year2021_month04,365.5,0.0,61.0
year2021_month05,35.5,0.0,6.5
year2021_month06,35.3,0.0,15.5
year2021_month07,24.5,0.0,10.0
year2021_month08,24.0,0.0,5.0
